Ref,Body_Style,Doors,Cab_Config,Bed_Length_in,Bed_Volume_cuft,Roof_Height,Wheelbase_in,Length_in,Width_in,Height_in,Track_Front_in,Track_Rear_in,Ground_Clearance_in,Approach_Angle_deg,Departure_Angle_deg,Breakover_Angle_deg,Drag_Coefficient,Cargo_Volume_cuft,Cargo_Volume_Max_cuft,Fuel_Capacity_gal,Seating_Rows
nhtsa-subaru-gl-10-wagon-96-9,Wagon,,,,,,96.9,176.8,65.4,56.3,,,,,,,,,,,
nhtsa-subaru-gl-body-2dr-93-7,,2,,,,,93.7,157.9,63.8,53.5,,,,,,,,,,,
nhtsa-subaru-gl-body-2dr-93-7-2,,2,,,,,93.7,157.9,63.8,53.9,,,,,,,,,,,
nhtsa-subaru-gl-hatchback-2dr-96-9,Hatchback,2,,,,,96.9,174.8,65.4,53.5,,,,,,,,,,,
nhtsa-subaru-gl-hatchback-2dr-97-2,Hatchback,2,,,,,97.2,174.8,65.4,52,,,,,,,,,,,
nhtsa-subaru-gl-sedan-4dr-96-9,Sedan,4,,,,,96.9,168.1,63.8,53.5,,,,,,,,,,,
nhtsa-subaru-gl-sedan-4dr-96-9-2,Sedan,4,,,,,96.9,174.8,65.4,54.7,,,,,,,,,,,
nhtsa-subaru-gl-sedan-4dr-97-2,Sedan,4,,,,,97.2,174.8,65.4,52.4,,,,,,,,,,,
nhtsa-subaru-gl-sedan-97-2,Sedan,,,,,,97.2,172,65.4,52.4,,,,,,,,,,,
nhtsa-subaru-gl-wagon-96-5,Wagon,,,,,,96.5,169.3,63.4,53.1,,,,,,,,,,,
nhtsa-subaru-gl-wagon-96-9,Wagon,,,,,,96.9,168.9,63.8,56.7,,,,,,,,,,,
nhtsa-subaru-gl-wagon-96-9-2,Wagon,,,,,,96.9,173.6,65.4,55.1,,,,,,,,,,,
nhtsa-subaru-gl-wagon-96-9-3,Wagon,,,,,,96.9,176.8,65.4,54.7,,,,,,,,,,,
nhtsa-subaru-gl-wagon-96-9-4,Wagon,,,,,,96.9,176.8,65.4,53.1,,,,,,,,,,,
nhtsa-subaru-gl-wagon-97-2,Wagon,,,,,,97.2,173.6,65.4,53.1,,,,,,,,,,,
nhtsa-subaru-impreza-body-103-1,,,,,,,103.1,174,68.5,58.3,60.2,60.6,,,,,,,,,
nhtsa-subaru-impreza-body-103-1-2,,,,,,,103.1,174,70.9,58.3,60.2,60.6,,,,,,,,,
nhtsa-subaru-impreza-body-5dr-103-1,,5,,,,,103.1,173.6,70.9,58.3,60.2,60.6,,,,,,,,,
nhtsa-subaru-impreza-body-5dr-103-1-2,,5,,,,,103.1,174,70.9,58.3,60.2,60.6,,,,,,,,,
nhtsa-subaru-impreza-body-5dr-104-3,,5,,,,,104.3,174,68.5,57.9,59.4,59.8,,,,,,,,,
nhtsa-subaru-impreza-body-5dr-105-1,,5,,,,,105.1,175.6,70.1,58.3,60.6,61,,,,,,,,,
nhtsa-subaru-impreza-coupe-2dr-99-2,Coupe,2,,,,,99.2,172.4,67.3,55.5,57.1,56.7,,,,,,,,,
nhtsa-subaru-impreza-coupe-2dr-99-2-2,Coupe,2,,,,,99.2,172.4,67.3,55.5,57.5,57.5,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-103-1,Sedan,4,,,,,103.1,180.3,68.5,58.3,59.4,59.1,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-103-1-2,Sedan,4,,,,,103.1,180.3,68.5,58.3,59.1,59.1,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-103-1-3,Sedan,4,,,,,103.1,180.3,70.9,57.9,60.2,60.6,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-103-1-4,Sedan,4,,,,,103.1,180.3,70.9,58.3,59.4,59.1,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-104-3,Sedan,4,,,,,104.3,180.3,68.5,57.9,59.4,59.8,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-105-1,Sedan,4,,,,,105.1,182.3,70.1,57.5,60.6,61,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-105-1-2,Sedan,4,,,,,105.1,176,70.1,58.3,60.6,61,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-99-2,Sedan,4,,,,,99.2,172,67.3,55.1,57.9,57.1,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-99-2-2,Sedan,4,,,,,99.2,172,67.3,55.1,57.5,57.5,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-99-2-3,Sedan,4,,,,,99.2,172.4,67.3,55.5,57.5,57.5,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-99-2-4,Sedan,4,,,,,99.2,175.6,67.3,56.7,57.9,57.9,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-99-2-5,Sedan,4,,,,,99.2,176,67.3,56.7,57.9,57.9,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-99-6,Sedan,4,,,,,99.6,173.6,68.1,57.9,58.3,57.5,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-99-6-2,Sedan,4,,,,,99.6,173.6,66.9,58.7,58.3,57.5,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-99-6-3,Sedan,4,,,,,99.6,173.2,68.1,56.7,57.5,57.1,,,,,,,,,
nhtsa-subaru-impreza-sedan-4dr-99-6-4,Sedan,4,,,,,99.6,176,68.5,56.3,58.3,58.7,,,,,,,,,
nhtsa-subaru-impreza-wagon-103-1,Wagon,,,,,,103.1,174,68.5,58.3,60.2,60.6,,,,,,,,,
nhtsa-subaru-impreza-wagon-4dr-104-3,Wagon,4,,,,,104.3,180.3,68.5,57.9,59.4,59.8,,,,,,,,,
nhtsa-subaru-impreza-wagon-4dr-105-1,Wagon,4,,,,,105.1,176,70.1,58.3,60.6,61,,,,,,,,,
nhtsa-subaru-impreza-wagon-4dr-99-2,Wagon,4,,,,,99.2,172,67.3,55.1,57.9,57.1,,,,,,,,,
nhtsa-subaru-impreza-wagon-4dr-99-2-2,Wagon,4,,,,,99.2,172,67.3,55.1,57.5,57.5,,,,,,,,,
nhtsa-subaru-impreza-wagon-4dr-99-2-3,Wagon,4,,,,,99.2,172.4,67.3,55.5,57.5,57.5,,,,,,,,,
nhtsa-subaru-impreza-wagon-4dr-99-2-4,Wagon,4,,,,,99.2,172.4,67.3,59.1,57.5,57.5,,,,,,,,,
nhtsa-subaru-impreza-wagon-4dr-99-2-5,Wagon,4,,,,,99.2,173.6,66.9,59.1,57.5,57.1,,,,,,,,,
nhtsa-subaru-impreza-wagon-4dr-99-2-6,Wagon,4,,,,,99.2,175.6,67.3,59.1,57.1,57.5,,,,,,,,,
nhtsa-subaru-impreza-wagon-5dr-104-3,Wagon,5,,,,,104.3,174,68.5,57.9,59.4,59.8,,,,,,,,,
nhtsa-subaru-impreza-wagon-99-2,Wagon,,,,,,99.2,176,67.3,58.7,57.1,57.5,,,,,,,,,
nhtsa-subaru-impreza-wagon-99-6,Wagon,,,,,,99.6,173.6,68.1,56.7,57.5,57.1,,,,,,,,,
nhtsa-subaru-impreza-wrx-sti-sedan-4dr-99-6,Sedan,4,,,,,99.6,173.2,68.1,56.7,57.5,57.1,,,,,,,,,
nhtsa-subaru-impreza-wrx-sti-sedan-4dr-99-6-2,Sedan,4,,,,,99.6,176,68.5,56.3,58.3,58.7,,,,,,,,,
nhtsa-subaru-justy-body-90-2,,,,,,,90.2,139.4,60.2,54.7,,,,,,,,,,,
nhtsa-subaru-justy-body-90-2-2,,,,,,,90.2,145.7,60.6,53.9,52,50.8,,,,,,,,,
nhtsa-subaru-justy-hatchback-2dr-90-2,Hatchback,2,,,,,90.2,145.3,60.2,53.5,52.8,50.4,,,,,,,,,
nhtsa-subaru-justy-hatchback-2dr-90-2-2,Hatchback,2,,,,,90.2,145.3,60.2,53.5,,,,,,,,,,,
nhtsa-subaru-justy-hatchback-4dr-90-2,Hatchback,4,,,,,90.2,145.3,60.2,53.5,,,,,,,,,,,
nhtsa-subaru-justy-hatchback-4dr-90-2-2,Hatchback,4,,,,,90.2,145.7,60.2,53.5,52.4,50.8,,,,,,,,,
nhtsa-subaru-legacy-sedan-101-6,Sedan,,,,,,101.6,177.6,66.5,53.1,,,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-101-6,Sedan,4,,,,,101.6,177.6,66.5,55.1,57.1,56.7,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-101-6-2,Sedan,4,,,,,101.6,177.6,66.5,54.7,57.1,56.7,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-101-6-3,Sedan,4,,,,,101.6,177.6,66.5,55.1,,,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-101-6-4,Sedan,4,,,,,101.6,177.6,66.5,54.7,,,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-101-6-5,Sedan,4,,,,,101.6,179.1,66.5,53.5,57.5,57.1,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-103-5,Sedan,4,,,,,103.5,181.1,67.7,55.5,57.9,57.9,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-103-5-2,Sedan,4,,,,,103.5,181.1,67.7,55.5,57.1,57.1,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-103-5-3,Sedan,4,,,,,103.5,181.5,67.7,55.5,57.1,57.1,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-104-3,Sedan,4,,,,,104.3,184.6,68.9,55.9,57.9,57.5,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-105-1,Sedan,4,,,,,105.1,187,68.9,55.9,58.3,58.3,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-105-1-2,Sedan,4,,,,,105.1,185,68.1,56.3,57.9,58.3,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-105-1-3,Sedan,4,,,,,105.1,185,68.1,56.7,57.9,58.3,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-108-3,Sedan,4,,,,,108.3,186.2,71.7,59.4,61.8,61.8,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-108-3-2,Sedan,4,,,,,108.3,187.4,71.7,59.4,61.8,61.8,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-108-3-3,Sedan,4,,,,,108.3,189,72.4,59.1,62.2,63,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-108-3-4,Sedan,4,,,,,108.3,190.6,74.8,59.1,62.2,63.4,,,,,,,,,
nhtsa-subaru-legacy-sedan-4dr-108-3-5,Sedan,4,,,,,108.3,191.3,72.4,59.1,62.2,63.4,,,,,,,,,
nhtsa-subaru-legacy-wagon-101-6,Wagon,,,,,,101.6,181.1,66.5,56.7,,,,,,,,,,,
nhtsa-subaru-legacy-wagon-101-6-2,Wagon,,,,,,101.6,181.1,66.5,55.9,,,,,,,,,,,
nhtsa-subaru-legacy-wagon-101-6-3,Wagon,,,,,,101.6,181.1,66.5,54.7,,,,,,,,,,,
nhtsa-subaru-legacy-wagon-101-6-4,Wagon,,,,,,101.6,181.1,66.5,53.9,,,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-101-6,Wagon,4,,,,,101.6,181.9,66.5,54.7,57.5,57.1,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-103-5,Wagon,4,,,,,103.5,183.9,67.7,57.1,57.1,56.7,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-103-5-2,Wagon,4,,,,,103.5,184.6,67.7,57.1,57.1,56.7,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-104-3,Wagon,4,,,,,104.3,187.4,68.9,56.7,57.9,57.5,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-104-7,Wagon,4,,,,,104.7,187.8,68.1,58.3,58.3,58.3,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-104-7-2,Wagon,4,,,,,104.7,187.8,68.1,58.3,58.3,60.6,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-105-1,Wagon,4,,,,,105.1,189,68.9,58.3,58.7,58.7,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-105-1-2,Wagon,4,,,,,105.1,185,68.1,56.3,57.9,58.3,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-105-1-3,Wagon,4,,,,,105.1,189,68.1,58.3,58.7,58.7,,,,,,,,,
nhtsa-subaru-legacy-wagon-4dr-108-3,Wagon,4,,,,,108.3,186.2,71.7,59.4,61.8,61.8,,,,,,,,,
nhtsa-subaru-loyale-sedan-4dr-96-9,Sedan,4,,,,,96.9,174.8,65.4,52.4,56.7,56.3,,,,,,,,,
nhtsa-subaru-loyale-sedan-4dr-97-2,Sedan,4,,,,,97.2,174.8,65.4,52.4,56.7,56.3,,,,,,,,,
nhtsa-subaru-loyale-sedan-4dr-97-2-2,Sedan,4,,,,,97.2,174.8,65.4,52.4,,,,,,,,,,,
nhtsa-subaru-loyale-wagon-96-9,Wagon,,,,,,96.9,176.8,65.4,54.7,55.9,56.7,,,,,,,,,
nhtsa-subaru-loyale-wagon-96-9-2,Wagon,,,,,,96.9,176.8,65.4,53.1,55.9,56.7,,,,,,,,,
nhtsa-subaru-outback-body-4dr-108-3,,4,,,,,108.3,192.1,74.4,66.1,61.8,63,,,,,,,,,
nhtsa-subaru-outback-wagon-4dr-105-1,Wagon,4,,,,,105.1,189,69.7,62.2,59.1,58.3,,,,,,,,,
nhtsa-subaru-outback-wagon-4dr-107-9,Wagon,4,,,,,107.9,187.8,71.7,65.7,61.4,61.4,,,,,,,,,
nhtsa-subaru-outback-wagon-4dr-107-9-2,Wagon,4,,,,,107.9,189,71.7,65.7,61,61,,,,,,,,,
nhtsa-subaru-outback-wagon-4dr-108-3,Wagon,4,,,,,108.3,189.8,72.4,66.1,61.8,62.2,,,,,,,,,
nhtsa-subaru-outback-wagon-4dr-108-3-2,Wagon,4,,,,,108.3,191.3,74.8,66.5,61.8,63,,,,,,,,,
nhtsa-subaru-outback-wagon-4dr-108-3-3,Wagon,4,,,,,108.3,192.1,74.4,66.1,61.8,63,,,,,,,,,
nhtsa-subaru-solterra-suv-112-2,SUV,,,,,,112.2,184.6,73.2,65,63,63.4,,,,,,,,,
nhtsa-subaru-svx-coupe-2dr-102-8,Coupe,2,,,,,102.8,181.9,69.7,51.2,,,,,,,,,,,
nhtsa-subaru-svx-coupe-2dr-102-8-2,Coupe,2,,,,,102.8,182.3,69.7,51.2,59.1,58.3,,,,,,,,,
nhtsa-subaru-wrx-sedan-4dr-104-3,Sedan,4,,,,,104.3,180.7,70.1,56.7,59.8,59.8,,,,,,,,,
nhtsa-subaru-wrx-sedan-4dr-104-3-2,Sedan,4,,,,,104.3,180.7,70.1,57.9,60.2,60.6,,,,,,,,,
nhtsa-subaru-wrx-sedan-4dr-105-5,Sedan,4,,,,,105.5,183.9,72,57.9,61.4,61.8,,,,,,,,,
nhtsa-subaru-wrx-sti-sedan-4dr-104-3,Sedan,4,,,,,104.3,180.7,70.1,56.7,59.8,59.8,,,,,,,,,
nhtsa-subaru-xt-body-97-2,,,,,,,97.2,175.2,66.5,49.6,,,,,,,,,,,
nhtsa-subaru-xt-coupe-2dr-97-2,Coupe,2,,,,,97.2,175.2,66.5,49.6,,,,,,,,,,,
nhtsa-subaru-xt-coupe-2dr-97-2-2,Coupe,2,,,,,97.2,175.2,66.5,52.8,,,,,,,,,,,
nhtsa-subaru-xt-coupe-97-2,Coupe,,,,,,97.2,177.6,66.5,52.8,,,,,,,,,,,
nhtsa-subaru-xv-crosstrek-body-103-5,,,,,,,103.5,175.2,70.1,63.8,60.2,60.2,,,,,,,,,
nhtsa-subaru-xv-crosstrek-wagon-103-5,Wagon,,,,,,103.5,175.2,70.1,63.8,60.2,60.2,,,,,,,,,
nhtsa-suzuki-aerio-body-97-6,,,,,,,97.6,166.5,66.5,61,57.1,55.9,,,,,,,,,
nhtsa-suzuki-aerio-sedan-4dr-97-6,Sedan,4,,,,,97.6,171.3,67.7,61,56.7,56.7,,,,,,,,,
nhtsa-suzuki-aerio-sedan-4dr-97-6-2,Sedan,4,,,,,97.6,171.3,66.5,61,56.7,56.7,,,,,,,,,
nhtsa-suzuki-aerio-sedan-97-6,Sedan,,,,,,97.6,171.3,66.5,61,56.7,56.7,,,,,,,,,
nhtsa-suzuki-aerio-wagon-4dr-97-6,Wagon,4,,,,,97.6,166.5,66.5,61,57.1,55.9,,,,,,,,,
nhtsa-suzuki-equator-pickup-4dr-139-8,Pickup,4,,,,,139.8,220.9,72.8,70.1,62.2,61.8,,,,,,,,,
nhtsa-suzuki-esteem-sedan-4dr-97-6,Sedan,4,,,,,97.6,166.5,66.5,53.9,56.7,56.3,,,,,,,,,
nhtsa-suzuki-esteem-sedan-4dr-98,Sedan,4,,,,,98,165.4,,,56.7,57.9,,,,,,,,,
nhtsa-suzuki-esteem-wagon-4dr-97-6,Wagon,4,,,,,97.6,171.3,66.5,57.5,56.7,56.3,,,,,,,,,
nhtsa-suzuki-esteem-wagon-4dr-97-6-2,Wagon,4,,,,,97.6,172.4,66.5,55.9,56.7,56.3,,,,,,,,,
nhtsa-suzuki-forsa-body-2dr-88-2,,2,,,,,88.2,140.9,60.2,53.1,,,,,,,,,,,
nhtsa-suzuki-forsa-body-2dr-88-6,,2,,,,,88.6,144.5,60.2,53.1,,,,,,,,,,,
nhtsa-suzuki-forsa-body-4dr-92-1,,4,,,,,92.1,144.9,60.6,53.1,,,,,,,,,,,
nhtsa-suzuki-forsa-body-4dr-92-5,,4,,,,,92.5,148.4,60.6,53.1,,,,,,,,,,,
nhtsa-suzuki-forsa-body-4dr-92-5-2,,4,,,,,92.5,148.4,61,53.1,,,,,,,,,,,
nhtsa-suzuki-grand-vitara-body-4dr-103-9,,4,,,,,103.9,168.9,71.3,66.9,60.2,60.6,,,,,,,,,
nhtsa-suzuki-grand-vitara-body-4dr-97-6,,4,,,,,97.6,161.4,70.1,68.5,59.1,59.1,,,,,,,,,
nhtsa-suzuki-grand-vitara-body-4dr-97-6-2,,4,,,,,97.6,161.4,70.1,67.7,59.1,59.1,,,,,,,,,
nhtsa-suzuki-grand-vitara-suv-4dr-103-9,SUV,4,,,,,103.9,168.9,71.3,66.5,60.6,61.4,,,,,,,,,
nhtsa-suzuki-kizashi-sedan-4dr-106-3,Sedan,4,,,,,106.3,182.3,71.7,58.3,61.4,61.8,,,,,,,,,
nhtsa-suzuki-samurai-body-79-9,,,,,,,79.9,135.4,57.5,66.5,,,,,,,,,,,
nhtsa-suzuki-samurai-body-79-9-2,,,,,,,79.9,135,60.2,65.7,,,,,,,,,,,
nhtsa-suzuki-samurai-body-79-9-3,,,,,,,79.9,135.4,60.2,65.7,,,,,,,,,,,
nhtsa-suzuki-samurai-body-93-7,,,,,,,93.7,157.9,57.5,72,,,,,,,,,,,
nhtsa-suzuki-samurai-body-93-7-2,,,,,,,93.7,157.9,60.2,71.7,,,,,,,,,,,
nhtsa-suzuki-samurai-convertible-79-9,Convertible,,,,,,79.9,135,57.5,66.1,,,,,,,,,,,
nhtsa-suzuki-samurai-convertible-93-7,Convertible,,,,,,93.7,157.9,57.5,72,,,,,,,,,,,
nhtsa-suzuki-sidekick-body-2dr-86-6,,2,,,,,86.6,142.5,64.2,65.4,,,,,,,,,,,
nhtsa-suzuki-sidekick-body-2dr-86-6-2,,2,,,,,86.6,142.5,64.2,65.4,55.1,55.1,,,,,,,,,
nhtsa-suzuki-sidekick-body-2dr-86-6-3,,2,,,,,86.6,143.7,64.2,65,55.1,55.1,,,,,,,,,
nhtsa-suzuki-sidekick-body-2dr-86-6-4,,2,,,,,86.6,140.6,65.4,65,55.1,55.1,,,,,,,,,
nhtsa-suzuki-sidekick-body-4dr-97-6,,4,,,,,97.6,158.7,64.6,66.9,,,,,,,,,,,
nhtsa-suzuki-sidekick-body-4dr-97-6-2,,4,,,,,97.6,158.7,64.6,66.5,55.1,55.1,,,,,,,,,
nhtsa-suzuki-sidekick-body-4dr-98,,4,,,,,98,158.7,64.6,66.5,55.1,55.1,,,,,,,,,
nhtsa-suzuki-sidekick-body-4dr-98-2,,4,,,,,98,162.6,66.9,66.5,57.5,57.1,,,,,,,,,
nhtsa-suzuki-sidekick-body-86-6,,,,,,,86.6,142.5,64.2,65.4,55.1,55.1,,,,,,,,,
nhtsa-suzuki-sidekick-body-86-6-2,,,,,,,86.6,142.5,64.2,65.4,54.7,55.1,,,,,,,,,
nhtsa-suzuki-swift-body-4dr-97-6,,4,,,,,97.6,152.8,65.7,59.1,56.7,56.7,,,,,,,,,
nhtsa-suzuki-swift-hatchback-2dr-89-4,Hatchback,2,,,,,89.4,146.1,62.6,53.1,53.5,52.8,,,,,,,,,
nhtsa-suzuki-swift-hatchback-2dr-89-4-2,Hatchback,2,,,,,89.4,146.1,62.2,53.1,53.9,52.8,,,,,,,,,
nhtsa-suzuki-swift-hatchback-2dr-89-4-3,Hatchback,2,,,,,89.4,147.6,62.2,53.1,,,,,,,,,,,
nhtsa-suzuki-swift-hatchback-2dr-89-4-4,Hatchback,2,,,,,89.4,147.6,62.2,53.1,53.9,52.8,,,,,,,,,
nhtsa-suzuki-swift-hatchback-2dr-89-4-5,Hatchback,2,,,,,89.4,147.6,62.6,53.1,53.9,52.8,,,,,,,,,
nhtsa-suzuki-swift-hatchback-2dr-93-3,Hatchback,2,,,,,93.3,149.6,62.6,54.7,55.1,53.9,,,,,,,,,
nhtsa-suzuki-swift-hatchback-2dr-93-3-2,Hatchback,2,,,,,93.3,149.6,62.6,54.7,54.7,53.5,,,,,,,,,
nhtsa-suzuki-swift-hatchback-3dr-89-4,Hatchback,3,,,,,89.4,146.1,62.2,53.1,,,,,,,,,,,
nhtsa-suzuki-swift-hatchback-3dr-89-4-2,Hatchback,3,,,,,89.4,146.1,62.6,53.1,,,,,,,,,,,
nhtsa-suzuki-swift-hatchback-4dr-93-3,Hatchback,4,,,,,93.3,150,62.2,54.3,53.9,52.8,,,,,,,,,
nhtsa-suzuki-swift-sedan-4dr-93-3,Sedan,4,,,,,93.3,160.6,63,54.3,54.3,53.5,,,,,,,,,
nhtsa-suzuki-swift-sedan-4dr-93-3-2,Sedan,4,,,,,93.3,161.4,62.2,54.3,53.9,52.8,,,,,,,,,
nhtsa-suzuki-sx4-body-4dr-98-4,,4,,,,,98.4,162.2,68.1,62.2,59.1,59.4,,,,,,,,,
nhtsa-suzuki-sx4-body-4dr-98-4-2,,4,,,,,98.4,163,69.3,63.4,58.3,57.9,,,,,,,,,
nhtsa-suzuki-sx4-body-4dr-98-4-3,,4,,,,,98.4,163,69.3,61.8,58.3,57.9,,,,,,,,,
nhtsa-suzuki-sx4-body-4dr-98-4-4,,4,,,,,98.4,163,69.3,62.2,58.3,57.9,,,,,,,,,
nhtsa-suzuki-sx4-body-4dr-98-4-5,,4,,,,,98.4,163,69.3,63.4,59.1,59.1,,,,,,,,,
nhtsa-suzuki-sx4-sedan-4dr-98-4,Sedan,4,,,,,98.4,176.8,68.1,61,58.7,58.3,,,,,,,,,
nhtsa-suzuki-sx4-sedan-4dr-98-4-2,Sedan,4,,,,,98.4,177.6,68.1,61,58.7,58.3,,,,,,,,,
nhtsa-suzuki-verona-sedan-4dr-106-3,Sedan,4,,,,,106.3,187.8,71.7,57.1,60.6,60.2,,,,,,,,,
nhtsa-suzuki-vitara-body-4dr-97-6,,4,,,,,97.6,159.8,67.3,68.5,57.5,57.5,,,,,,,,,
nhtsa-suzuki-vitara-body-4dr-97-6-2,,4,,,,,97.6,159.8,67.3,67.7,57.5,57.5,,,,,,,,,
nhtsa-suzuki-vitara-convertible-2dr-86-6,Convertible,2,,,,,86.6,148.8,67.3,66.5,57.5,57.5,,,,,,,,,
nhtsa-suzuki-vitara-convertible-2dr-86-6-2,Convertible,2,,,,,86.6,148.8,67.3,65.7,57.5,57.5,,,,,,,,,
nhtsa-suzuki-vitara-suv-4dr-97-6,SUV,4,,,,,97.6,159.8,69.3,65.7,57.5,57.5,,,,,,,,,
nhtsa-suzuki-x-90-suv-2dr-86-6,SUV,2,,,,,86.6,146.1,66.9,60.6,55.9,56.3,,,,,,,,,
nhtsa-suzuki-xl7-body-4dr-110-2,,4,,,,,110.2,180.3,70.1,68.1,59.1,59.1,,,,,,,,,
nhtsa-suzuki-xl7-body-4dr-111-4,,4,,,,,111.4,182.7,70.1,68.5,58.7,58.7,,,,,,,,,
nhtsa-suzuki-xl7-body-4dr-112-6,,4,,,,,112.6,197.2,72.4,68.1,61,61.8,,,,,,,,,
nhtsa-tesla-cybertruck-pickup-4dr-145-3,Pickup,4,,,,,145.3,223.6,86.6,70.5,68.5,68.5,,,,,,,,,
nhtsa-tesla-model-3-sedan-4dr-113-4,Sedan,4,,,,,113.4,184.6,72.8,56.7,63,62.6,,,,,,,,,
nhtsa-tesla-model-3-sedan-4dr-113-4-2,Sedan,4,,,,,113.4,185.8,72.8,56.7,62.2,62.2,,,,,,,,,
nhtsa-tesla-model-s-body-116-5,,,,,,,116.5,195.7,77.2,56.7,65.4,66.9,,,,,,,,,
nhtsa-tesla-model-s-sedan-4dr-116-5,Sedan,4,,,,,116.5,195.7,77.2,56.7,65.4,66.9,,,,,,,,,
nhtsa-tesla-model-x-body-116-9,,,,,,,116.9,198,79.1,66.1,65.4,66.9,,,,,,,,,
nhtsa-tesla-model-x-suv-4dr-116-9,SUV,4,,,,,116.9,198,79.1,66.1,65.4,66.9,,,,,,,,,
nhtsa-tesla-model-y-suv-4dr-113-8,SUV,4,,,,,113.8,187,75.6,63.8,64.6,64.6,,,,,,,,,
nhtsa-tesla-model-y-suv-4dr-113-8-2,SUV,4,,,,,113.8,188.6,78,63.8,64.6,64.6,,,,,,,,,
nhtsa-toyota-4runner-body-103-1,,,,,,,103.1,174.8,66.5,68.1,,,,,,,,,,,
nhtsa-toyota-4runner-body-103-5,,,,,,,103.5,174.8,66.5,66.1,,,,,,,,,,,
nhtsa-toyota-4runner-body-103-5-2,,,,,,,103.5,174.8,66.5,66.1,56.3,55.5,,,,,,,,,
nhtsa-toyota-4runner-body-2dr-103-5,,2,,,,,103.5,176,66.5,66.1,57.9,57.9,,,,,,,,,
nhtsa-toyota-4runner-body-2dr-103-5-2,,2,,,,,103.5,176,66.5,66.1,,,,,,,,,,,
nhtsa-toyota-4runner-body-2dr-103-5-3,,2,,,,,103.5,176,67.7,67.3,,,,,,,,,,,
nhtsa-toyota-4runner-body-4dr-103-5,,4,,,,,103.5,176,66.5,66.1,56.3,56.3,,,,,,,,,
nhtsa-toyota-4runner-body-4dr-103-5-2,,4,,,,,103.5,176,66.5,66.1,,,,,,,,,,,
nhtsa-toyota-4runner-suv-4dr-103-5,SUV,4,,,,,103.5,176.8,66.5,66.1,56.3,56.3,,,,,,,,,
nhtsa-toyota-4runner-suv-4dr-103-5-2,SUV,4,,,,,103.5,176.8,67.7,67.3,58.3,57.9,,,,,,,,,
nhtsa-toyota-4runner-suv-4dr-104-3,SUV,4,,,,,104.3,178.7,70.9,68.9,59.1,59.4,,,,,,,,,
nhtsa-toyota-4runner-suv-4dr-105-5,SUV,4,,,,,105.5,178.7,66.5,66.5,59.1,59.1,,,,,,,,,
nhtsa-toyota-4runner-suv-4dr-105-5-2,SUV,4,,,,,105.5,178.7,68.1,68.9,59.1,59.4,,,,,,,,,
nhtsa-toyota-4runner-suv-4dr-105-5-3,SUV,4,,,,,105.5,178.7,70.9,69.3,59.4,59.4,,,,,,,,,
nhtsa-toyota-4runner-suv-4dr-105-5-4,SUV,4,,,,,105.5,178.7,66.5,67.7,59.4,59.1,,,,,,,,,
nhtsa-toyota-4runner-suv-4dr-105-5-5,SUV,4,,,,,105.5,178.7,68.1,69.3,59.4,59.4,,,,,,,,,
