Ref,Body_Style,Doors,Cab_Config,Bed_Length_in,Bed_Volume_cuft,Roof_Height,Wheelbase_in,Length_in,Width_in,Height_in,Track_Front_in,Track_Rear_in,Ground_Clearance_in,Approach_Angle_deg,Departure_Angle_deg,Breakover_Angle_deg,Drag_Coefficient,Cargo_Volume_cuft,Cargo_Volume_Max_cuft,Fuel_Capacity_gal,Seating_Rows
nhtsa-ford-mustang-body-101-2,,,,,,,101.2,181.5,71.7,53.5,59.8,58.7,,,,,,,,,
nhtsa-ford-mustang-body-2dr-100-4,,2,,,,,100.4,179.1,69.3,51.6,,,,,,,,,,,
nhtsa-ford-mustang-body-2dr-100-4-2,,2,,,,,100.4,179.5,68.9,52,,,,,,,,,,,
nhtsa-ford-mustang-body-2dr-100-4-3,,2,,,,,100.4,179.5,68.1,52,57.1,57.1,,,,,,,,,
nhtsa-ford-mustang-body-2dr-100-4-4,,2,,,,,100.4,179.5,68.1,52,,,,,,,,,,,
nhtsa-ford-mustang-body-2dr-101-6,,2,,,,,101.6,186.2,73.2,52.8,59.8,60.2,,,,,,,,,
nhtsa-ford-mustang-convertible-100-4,Convertible,,,,,,100.4,179.5,68.9,52,,,,,,,,,,,
nhtsa-ford-mustang-convertible-100-4-2,Convertible,,,,,,100.4,179.5,57.5,52,58.3,58.3,,,,,,,,,
nhtsa-ford-mustang-convertible-100-4-3,Convertible,,,,,,100.4,179.5,68.1,52,58.3,57.9,,,,,,,,,
nhtsa-ford-mustang-convertible-2dr-101-2,Convertible,2,,,,,101.2,181.5,71.7,52.8,60.6,59.1,,,,,,,,,
nhtsa-ford-mustang-convertible-2dr-101-2-2,Convertible,2,,,,,101.2,181.5,71.7,53.5,60.2,59.1,,,,,,,,,
nhtsa-ford-mustang-convertible-2dr-101-2-3,Convertible,2,,,,,101.2,183.1,73.2,53.5,60.2,60.6,,,,,,,,,
nhtsa-ford-mustang-convertible-2dr-101-2-4,Convertible,2,,,,,101.2,183.5,73.2,53.5,59.8,59.8,,,,,,,,,
nhtsa-ford-mustang-convertible-2dr-107-1,Convertible,2,,,,,107.1,187.4,74,54.3,62.2,62.2,,,,,,,,,
nhtsa-ford-mustang-convertible-2dr-107-1-2,Convertible,2,,,,,107.1,188.2,74,55.9,62.2,63,,,,,,,,,
nhtsa-ford-mustang-convertible-2dr-107-1-3,Convertible,2,,,,,107.1,188.2,75.6,54.7,62.6,65,,,,,,,,,
nhtsa-ford-mustang-convertible-2dr-107-1-4,Convertible,2,,,,,107.1,189.4,75.6,55.1,61.8,64.6,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-100-4,Coupe,2,,,,,100.4,179.5,70.1,52,,,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-100-4-2,Coupe,2,,,,,100.4,179.5,68.1,52,56.7,56.7,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-101-2,Coupe,2,,,,,101.2,181.5,71.7,52.8,60.6,59.1,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-101-2-2,Coupe,2,,,,,101.2,181.5,71.7,53.5,59.8,58.7,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-101-2-3,Coupe,2,,,,,101.2,183.1,73.2,53.1,60.2,60.6,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-101-2-4,Coupe,2,,,,,101.2,183.5,73.2,53.1,59.8,59.8,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-101-6,Coupe,2,,,,,101.6,186.2,73.2,52.8,59.8,60.2,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-107-1,Coupe,2,,,,,107.1,187.8,74,54.3,62.2,62.6,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-107-1-2,Coupe,2,,,,,107.1,188.2,74,55.9,62.2,63,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-107-1-3,Coupe,2,,,,,107.1,188.2,75.6,54.3,62.2,65,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-107-1-4,Coupe,2,,,,,107.1,189.8,76,54.3,63.4,63.8,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-107-1-5,Coupe,2,,,,,107.1,190.2,76.8,54.3,63.4,63.8,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-107-1-6,Coupe,2,,,,,107.1,188.6,75.6,54.3,62.2,63.8,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-107-1-7,Coupe,2,,,,,107.1,189.4,75.6,55.1,62.2,63.8,,,,,,,,,
nhtsa-ford-mustang-coupe-2dr-107-1-8,Coupe,2,,,,,107.1,189.4,75.6,55.1,61.8,64.6,,,,,,,,,
nhtsa-ford-mustang-hatchback-100-4,Hatchback,,,,,,100.4,179.5,68.9,52,,,,,,,,,,,
nhtsa-ford-mustang-hatchback-2dr-100-4,Hatchback,2,,,,,100.4,179.5,70.1,52,,,,,,,,,,,
nhtsa-ford-mustang-hatchback-2dr-100-4-2,Hatchback,2,,,,,100.4,179.5,57.5,52,58.3,58.3,,,,,,,,,
nhtsa-ford-mustang-mach-e-suv-4dr-116-9,SUV,4,,,,,116.9,185.8,74,63,64.2,64.2,,,,,,,,,
nhtsa-ford-mustang-sedan-2dr-100-4,Sedan,2,,,,,100.4,179.1,69.3,51.6,,,,,,,,,,,
nhtsa-ford-probe-coupe-2dr-102-8,Coupe,2,,,,,102.8,178.7,69.7,51.6,,,,,,,,,,,
nhtsa-ford-probe-coupe-2dr-102-8-2,Coupe,2,,,,,102.8,178.7,69.7,52,59.4,59.4,,,,,,,,,
nhtsa-ford-probe-coupe-2dr-102-8-3,Coupe,2,,,,,102.8,178.7,69.7,51.6,59.8,59.8,,,,,,,,,
nhtsa-ford-probe-coupe-2dr-102-8-4,Coupe,2,,,,,102.8,179.5,69.7,52,59.4,59.4,,,,,,,,,
nhtsa-ford-probe-hatchback-2dr-99-2,Hatchback,2,,,,,99.2,177.2,,52,57.9,57.9,,,,,,,,,
nhtsa-ford-probe-hatchback-2dr-99-2-2,Hatchback,2,,,,,99.2,177.2,67.7,52,57.5,57.5,,,,,,,,,
nhtsa-ford-probe-hatchback-2dr-99-2-3,Hatchback,2,,,,,99.2,177.2,68.5,52,57.5,57.5,,,,,,,,,
nhtsa-ford-ranger-body-107-9,,,,,,,107.9,175.6,66.9,64.2,,,,,,,,,,,
nhtsa-ford-ranger-body-107-9-2,,,,,,,107.9,175.6,66.9,66.9,,,,,,,,,,,
nhtsa-ford-ranger-body-107-9-3,,,,,,,107.9,179.9,69.3,67.7,,,,,,,,,,,
nhtsa-ford-ranger-body-108-3,,,,,,,108.3,181.1,69.3,64.2,,,,,,,,,,,
nhtsa-ford-ranger-body-108-3-2,,,,,,,108.3,179.9,69.3,64.2,,,,,,,,,,,
nhtsa-ford-ranger-body-113-8,,,,,,,113.8,187.8,66.9,64.2,,,,,,,,,,,
nhtsa-ford-ranger-body-113-8-2,,,,,,,113.8,187.8,66.9,66.9,,,,,,,,,,,
nhtsa-ford-ranger-body-113-8-3,,,,,,,113.8,187.8,66.9,63.8,,,,,,,,,,,
nhtsa-ford-ranger-body-113-8-4,,,,,,,113.8,187.8,66.9,66.5,,,,,,,,,,,
nhtsa-ford-ranger-body-113-8-5,,,,,,,113.8,192.9,69.3,64.2,,,,,,,,,,,
nhtsa-ford-ranger-body-113-8-6,,,,,,,113.8,192.9,69.3,67.7,,,,,,,,,,,
nhtsa-ford-ranger-body-crew-126-8,,,Crew,,,,126.8,211,73.2,71.3,61.4,61.4,,,,,,,,,
nhtsa-ford-ranger-body-crew-128-7,,,Crew,,,,128.7,210.6,79.9,76,63.8,67.3,,,,,,,,,
nhtsa-ford-ranger-body-crew-128-7-2,,,Crew,,,,128.7,210.6,75.6,74.4,63.8,67.3,,,,,,,,,
nhtsa-ford-ranger-body-extended-125-2,,,Extended,,,,125.2,192.5,66.9,65.4,,,,,,,,,,,
nhtsa-ford-ranger-body-extended-125-2-2,,,Extended,,,,125.2,192.5,66.9,68.1,,,,,,,,,,,
nhtsa-ford-ranger-body-extended-126,,,Extended,,,,126,198,69.3,64.2,,,,,,,,,,,
nhtsa-ford-ranger-body-extended-126-2,,,Extended,,,,126,198,69.3,67.7,,,,,,,,,,,
nhtsa-ford-ranger-body-extended-126-8,,,Extended,,,,126.8,211,73.2,71.3,61.4,61.4,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-125-2,Pickup,,Extended,,,,125.2,192.5,66.9,68.1,,,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-125-2-2,Pickup,,Extended,,,,125.2,192.5,66.9,65.4,,,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-125-2-3,Pickup,,Extended,,,,125.2,198,69.3,64.2,56.7,58.3,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-125-2-4,Pickup,,Extended,,,,125.2,198,69.3,67.7,57.5,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-125-6,Pickup,,Extended,,,,125.6,202.8,69.3,65,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-126,Pickup,,Extended,,,,126,201.6,70.1,67.7,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-short-125-2,Pickup,,Extended,,,,125.2,198,69.3,67.7,57.5,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-short-125-2-2,Pickup,,Extended,,,,125.2,198,69.3,64.2,56.7,58.3,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-short-125-6,Pickup,,Extended,,,,125.6,202.8,69.3,65,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-short-125-6-2,Pickup,,Extended,,,,125.6,201.6,69.3,67.7,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-short-125-6-3,Pickup,,Extended,,,,125.6,201.6,69.3,65,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-extended-short-126,Pickup,,Extended,,,,126,202.8,70.1,67.7,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-107-9,Pickup,,Regular,,,,107.9,179.9,69.3,64.2,56.7,58.3,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-107-9-2,Pickup,,Regular,,,,107.9,179.9,69.3,67.7,57.5,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-111-8,Pickup,,Regular,,,,111.8,187.4,69.3,65,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-111-8-2,Pickup,,Regular,,,,111.8,187.8,70.1,67.7,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-long-114-2,Pickup,,Regular,,,,114.2,192.9,69.3,64.2,56.7,58.3,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-long-114-2-2,Pickup,,Regular,,,,114.2,192.9,69.3,67.7,57.5,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-long-117-3,Pickup,,Regular,,,,117.3,199.6,69.3,65,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-long-117-3-2,Pickup,,Regular,,,,117.3,199.6,69.3,68.1,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-long-117-7,Pickup,,Regular,,,,117.7,200.8,69.3,65,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-long-117-7-2,Pickup,,Regular,,,,117.7,199.6,70.1,67.7,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-short-107-9,Pickup,,Regular,,,,107.9,179.9,69.3,64.2,56.7,58.3,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-short-107-9-2,Pickup,,Regular,,,,107.9,179.9,69.3,67.7,57.5,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-short-111-8,Pickup,,Regular,,,,111.8,188.6,69.3,65,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-short-111-8-2,Pickup,,Regular,,,,111.8,187.4,70.1,67.7,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-short-111-8-3,Pickup,,Regular,,,,111.8,187.4,69.3,65,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-short-111-8-4,Pickup,,Regular,,,,111.8,187.8,70.1,67.7,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-short-111-8-5,Pickup,,Regular,,,,111.8,187.4,70.1,63.8,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-short-111-8-6,Pickup,,Regular,,,,111.8,187.4,69.3,63.8,58.7,57.5,,,,,,,,,
nhtsa-ford-ranger-pickup-regular-short-111-8-7,Pickup,,Regular,,,,111.8,187.4,69.3,67.7,58.7,57.5,,,,,,,,,
nhtsa-ford-taurus-sedan-105-9,Sedan,,,,,,105.9,188.6,70.9,54.3,,,,,,,,,,,
nhtsa-ford-taurus-sedan-105-9-2,Sedan,,,,,,105.9,188.6,70.9,54.3,61.4,60.2,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-105-9,Sedan,4,,,,,105.9,188.6,70.9,54.3,,,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-105-9-2,Sedan,4,,,,,105.9,188.6,70.9,54.3,61.4,60.2,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-105-9-3,Sedan,4,,,,,105.9,188.6,70.9,54.7,61.4,60.2,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-105-9-4,Sedan,4,,,,,105.9,188.6,70.9,54.7,61.4,59.8,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-105-9-5,Sedan,4,,,,,105.9,192.1,71.3,53.9,,,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-105-9-6,Sedan,4,,,,,105.9,192.1,70.9,53.9,61.4,60.6,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-108-7,Sedan,4,,,,,108.7,197.6,72.8,55.1,61.4,61.4,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-108-7-2,Sedan,4,,,,,108.7,197.6,72.8,55.1,61.8,61.4,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-108-7-3,Sedan,4,,,,,108.7,197.6,72.8,56.3,61.8,62.2,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-113,Sedan,4,,,,,113,202,74.4,61.4,65,64.6,,,,,,,,,
nhtsa-ford-taurus-sedan-4dr-113-2,Sedan,4,,,,,113,203.1,76.4,60.6,66.1,66.1,,,,,,,,,
nhtsa-ford-taurus-wagon-105-9,Wagon,,,,,,105.9,191.7,70.9,55.1,,,,,,,,,,,
nhtsa-ford-taurus-wagon-105-9-2,Wagon,,,,,,105.9,192.9,71.3,55.5,,,,,,,,,,,
nhtsa-ford-taurus-wagon-4dr-105-9,Wagon,4,,,,,105.9,191.7,70.9,55.1,,,,,,,,,,,
nhtsa-ford-taurus-wagon-4dr-105-9-2,Wagon,4,,,,,105.9,193.3,70.9,55.5,61.4,59.8,,,,,,,,,
nhtsa-ford-taurus-wagon-4dr-108-7,Wagon,4,,,,,108.7,199.6,72.8,57.9,61,61.4,,,,,,,,,
nhtsa-ford-taurus-wagon-4dr-108-7-2,Wagon,4,,,,,108.7,199.6,72.8,57.5,61,61.4,,,,,,,,,
nhtsa-ford-taurus-wagon-4dr-108-7-3,Wagon,4,,,,,108.7,199.6,72.8,57.9,61.8,62.2,,,,,,,,,
nhtsa-ford-taurus-wagon-4dr-108-7-4,Wagon,4,,,,,108.7,197.6,72.8,57.9,61.8,62.2,,,,,,,,,
nhtsa-ford-taurus-x-body-4dr-113,,4,,,,,113,200.4,74.8,67.3,64.6,64.6,,,,,,,,,
nhtsa-ford-tempo-body-2dr-100,,2,,,,,100,176.4,68.1,52.8,,,,,,,,,,,
nhtsa-ford-tempo-body-2dr-100-2,,2,,,,,100,176.4,66.1,52.8,,,,,,,,,,,
nhtsa-ford-tempo-body-2dr-100-3,,2,,,,,100,176.8,69.3,52.8,55.5,57.5,,,,,,,,,
nhtsa-ford-tempo-body-4dr-100,,4,,,,,100,176.4,68.1,52.8,,,,,,,,,,,
nhtsa-ford-tempo-body-4dr-100-2,,4,,,,,100,176.4,66.1,52.8,,,,,,,,,,,
nhtsa-ford-tempo-coupe-2dr-100,Coupe,2,,,,,100,176.4,68.1,52.8,,,,,,,,,,,
nhtsa-ford-tempo-coupe-2dr-100-2,Coupe,2,,,,,100,176.8,68.5,52.8,54.7,57.5,,,,,,,,,
nhtsa-ford-tempo-sedan-2dr-100,Sedan,2,,,,,100,176.8,68.1,52.8,55.1,57.1,,,,,,,,,
nhtsa-ford-tempo-sedan-2dr-100-2,Sedan,2,,,,,100,176.8,68.1,52.8,,,,,,,,,,,
nhtsa-ford-tempo-sedan-4dr-100,Sedan,4,,,,,100,176.4,68.1,52.8,,,,,,,,,,,
nhtsa-ford-tempo-sedan-4dr-100-2,Sedan,4,,,,,100,177.2,68.1,52.8,55.1,57.1,,,,,,,,,
nhtsa-ford-tempo-sedan-4dr-100-3,Sedan,4,,,,,100,177.2,68.1,52.8,,,,,,,,,,,
nhtsa-ford-tempo-sedan-4dr-100-4,Sedan,4,,,,,100,177.2,68.5,52.8,54.7,57.5,,,,,,,,,
nhtsa-ford-thunderbird-body-103-9,,,,,,,103.9,197.6,71.3,53.1,,,,,,,,,,,
nhtsa-ford-thunderbird-convertible-2dr-107-1,Convertible,2,,,,,107.1,186.2,72,52,61,60.6,,,,,,,,,
nhtsa-ford-thunderbird-coupe-103-9,Coupe,,,,,,103.9,197.6,71.3,53.1,,,,,,,,,,,
nhtsa-ford-thunderbird-coupe-113,Coupe,,,,,,113,198.8,72.8,52.8,61.8,60.2,,,,,,,,,
nhtsa-ford-thunderbird-coupe-113-2,Coupe,,,,,,113,198.8,72.8,52.8,,,,,,,,,,,
nhtsa-ford-thunderbird-coupe-2dr-104-3,Coupe,2,,,,,104.3,202,71.3,53.5,,,,,,,,,,,
nhtsa-ford-thunderbird-coupe-2dr-113,Coupe,2,,,,,113,198.8,72.8,52.8,62.2,62.2,,,,,,,,,
nhtsa-ford-thunderbird-coupe-2dr-113-2,Coupe,2,,,,,113,200.4,72.8,52.4,61.8,60.2,,,,,,,,,
nhtsa-ford-thunderbird-coupe-2dr-113-3,Coupe,2,,,,,113,200.4,72.8,52.4,61.4,59.8,,,,,,,,,
nhtsa-ford-transit-connect-body-115,,,,,,,115,181.1,70.9,79.1,59.1,61.4,,,,,,,,,
nhtsa-ford-transit-connect-van-120-5,Van,,,,,,120.5,189.4,72.4,70.5,61.4,62.2,,,,,,,,,
nhtsa-ford-transit-connect-wagon-115,Wagon,,,,,,115,181.1,70.9,79.1,59.1,61.4,,,,,,,,,
nhtsa-ford-transit-connect-wagon-120-5,Wagon,,,,,,120.5,189.4,72.4,70.5,61.4,62.2,,,,,,,,,
nhtsa-ford-transit-van-120-5,Van,,,,,,120.5,189.4,72.4,70.5,61.4,62.2,,,,,,,,,
nhtsa-ford-transit-wagon-120-5,Wagon,,,,,,120.5,189.4,72.4,70.5,61.4,62.2,,,,,,,,,
nhtsa-ford-windstar-body-120-9,,,,,,,120.9,201.2,75.6,68.1,63.8,63.4,,,,,,,,,
nhtsa-ford-windstar-body-120-9-2,,,,,,,120.9,201.2,74.4,68.1,64.2,63,,,,,,,,,
nhtsa-ford-windstar-body-120-9-3,,,,,,,120.9,201.2,75.6,68.1,64.2,63,,,,,,,,,
nhtsa-ford-windstar-body-120-9-4,,,,,,,120.9,201.2,75.6,65.7,64.2,63,,,,,,,,,
nhtsa-ford-windstar-body-120-9-5,,,,,,,120.9,200.8,75.6,65.7,64.2,63,,,,,,,,,
nhtsa-ford-windstar-body-120-9-6,,,,,,,120.9,200.8,75.2,65.7,64.2,63,,,,,,,,,
nhtsa-genesis-g70-sedan-4dr-111-8,Sedan,4,,,,,111.8,183.9,72.8,55.1,62.6,62.6,,,,,,,,,
nhtsa-genesis-g80-sedan-4dr-118-5,Sedan,4,,,,,118.5,196.5,74.8,57.9,64.6,65.7,,,,,,,,,
nhtsa-genesis-g80-sedan-4dr-118-5-2,Sedan,4,,,,,118.5,196.5,75.6,57.9,64.6,65.7,,,,,,,,,
nhtsa-genesis-g90-sedan-4dr-124-4,Sedan,4,,,,,124.4,205.1,75.2,59.1,63.8,63.8,,,,,,,,,
nhtsa-genesis-g90-sedan-4dr-124-8,Sedan,4,,,,,124.8,205.5,76,58.3,64.6,65,,,,,,,,,
nhtsa-genesis-g90-sedan-4dr-124-8-2,Sedan,4,,,,,124.8,205.5,74.4,59.4,63.8,63.8,,,,,,,,,
nhtsa-genesis-g90-sedan-4dr-125-2,Sedan,4,,,,,125.2,207.9,58.7,76,64.6,64.6,,,,,,,,,
nhtsa-genesis-gv60-body-114-2,,,,,,,114.2,177.6,74.4,62.2,64.2,64.6,,,,,,,,,
nhtsa-genesis-gv70-suv-4dr-113,SUV,4,,,,,113,185.4,75.2,64.2,64.6,65.4,,,,,,,,,
nhtsa-genesis-gv80-coupe-4dr-116-5,Coupe,4,,,,,116.5,194.9,78,67.7,65.7,66.5,,,,,,,,,
nhtsa-genesis-gv80-suv-4dr-116-5,SUV,4,,,,,116.5,194.9,77.6,67.3,65.7,66.5,,,,,,,,,
nhtsa-geo-405-sedan-105-1,Sedan,,,,,,105.1,177.6,67.7,55.5,57.5,56.7,,,,,,,,,
nhtsa-geo-405-sedan-105-1-2,Sedan,,,,,,105.1,177.6,67.3,55.1,,,,,,,,,,,
nhtsa-geo-504-wagon-114-2,Wagon,,,,,,114.2,194.5,66.5,59.8,,,,,,,,,,,
nhtsa-geo-505-body-107-9,,,,,,,107.9,186.6,68.5,56.3,,,,,,,,,,,
nhtsa-geo-505-body-107-9-2,,,,,,,107.9,186.6,68.5,56.7,,,,,,,,,,,
nhtsa-geo-505-sedan-4dr-107-9,Sedan,4,,,,,107.9,186.6,68.5,56.3,,,,,,,,,,,
nhtsa-geo-505-wagon-114-2,Wagon,,,,,,114.2,198.8,68.5,61,,,,,,,,,,,
nhtsa-gmc-acadia-suv-4dr-112-6,SUV,4,,,,,112.6,193.7,75.6,68.9,64.6,64.6,,,,,,,,,
nhtsa-gmc-acadia-suv-4dr-112-6-2,SUV,4,,,,,112.6,193.3,75.6,66.5,64.6,64.6,,,,,,,,,
nhtsa-gmc-acadia-suv-4dr-118-9,SUV,4,,,,,118.9,201.2,78.7,72.8,67.3,66.9,,,,,,,,,
nhtsa-gmc-acadia-suv-4dr-118-9-2,SUV,4,,,,,118.9,201.2,78.7,72.8,66.9,66.9,,,,,,,,,
nhtsa-gmc-acadia-suv-4dr-120-9,SUV,4,,,,,120.9,203.9,79.5,70.9,67.7,67.3,,,,,,,,,
nhtsa-gmc-c-k-1500-coupe-141-3,Coupe,,,,,,141.3,218.1,76.8,,,,,,,,,,,,
nhtsa-gmc-c-k-1500-coupe-141-3-2,Coupe,,,,,,141.3,,76.8,71.3,,,,,,,,,,,
nhtsa-gmc-c-k-1500-coupe-141-3-3,Coupe,,,,,,141.3,218.1,77.2,70.5,,,,,,,,,,,
nhtsa-gmc-c-k-1500-coupe-141-3-4,Coupe,,,,,,141.3,,76.8,70.5,,,,,,,,,,,
nhtsa-gmc-c-k-1500-coupe-155-5,Coupe,,,,,,155.5,237,76.8,71.3,,,,,,,,,,,
nhtsa-gmc-c-k-1500-coupe-155-5-2,Coupe,,,,,,155.5,237,76.8,70.5,,,,,,,,,,,
nhtsa-gmc-c-k-1500-pickup-regular-117-3,Pickup,,Regular,,,,117.3,194.1,76.8,71.3,,,,,,,,,,,
nhtsa-gmc-c-k-1500-pickup-regular-117-3-2,Pickup,,Regular,,,,117.3,194.1,76.8,70.5,,,,,,,,,,,
nhtsa-gmc-c-k-1500-pickup-regular-131-5,Pickup,,Regular,,,,131.5,212.6,76.8,71.3,,,,,,,,,,,
nhtsa-gmc-c-k-1500-pickup-regular-131-5-2,Pickup,,Regular,,,,131.5,212.6,76.8,70.5,,,,,,,,,,,
nhtsa-gmc-c-k-2500-coupe-141-3,Coupe,,,,,,141.3,,76.8,74.4,,,,,,,,,,,
nhtsa-gmc-c-k-2500-coupe-141-3-2,Coupe,,,,,,141.3,,76.8,72.8,,,,,,,,,,,
nhtsa-gmc-c-k-2500-coupe-155-5,Coupe,,,,,,155.5,237,76.8,74.4,,,,,,,,,,,
nhtsa-gmc-c-k-2500-coupe-155-5-2,Coupe,,,,,,155.5,237,76.8,72.8,,,,,,,,,,,
nhtsa-gmc-c-k-2500-pickup-regular-131-5,Pickup,,Regular,,,,131.5,212.6,76.8,74.4,,,,,,,,,,,
nhtsa-gmc-c-k-2500-pickup-regular-131-5-2,Pickup,,Regular,,,,131.5,212.6,76.8,72.8,,,,,,,,,,,
nhtsa-gmc-c-k-3500-coupe-155-5,Coupe,,,,,,155.5,237,76.8,,,,,,,,,,,,
nhtsa-gmc-c-k-3500-coupe-155-5-2,Coupe,,,,,,155.5,237,94.5,75.6,,,,,,,,,,,
nhtsa-gmc-c-k-3500-coupe-155-5-3,Coupe,,,,,,155.5,237,76.8,75.6,,,,,,,,,,,
nhtsa-gmc-c-k-3500-pickup-crew-168-5,Pickup,,Crew,,,,168.5,255.5,77.2,,,,,,,,,,,,
nhtsa-gmc-c-k-3500-pickup-crew-168-5-2,Pickup,,Crew,,,,168.5,250.8,77.2,,,,,,,,,,,,
nhtsa-gmc-c-k-3500-pickup-regular-131-5,Pickup,,Regular,,,,131.5,212.6,76.8,74.4,,,,,,,,,,,
nhtsa-gmc-c-k-3500-pickup-regular-131-5-2,Pickup,,Regular,,,,131.5,212.6,94.5,75.6,,,,,,,,,,,
nhtsa-gmc-c-k-3500-pickup-regular-131-5-3,Pickup,,Regular,,,,131.5,212.6,76.8,75.6,,,,,,,,,,,
nhtsa-gmc-canyon-body-crew-131-5,,,Crew,,,,131.5,213,74.8,79.9,66.1,66.1,,,,,,,,,
nhtsa-gmc-canyon-body-crew-131-5-2,,,Crew,,,,131.5,213,76.4,79.9,66.1,66.1,,,,,,,,,
nhtsa-gmc-canyon-body-crew-131-5-3,,,Crew,,,,131.5,213,76.4,81.5,66.1,66.1,,,,,,,,,
nhtsa-gmc-canyon-pickup-crew-long-140-6,Pickup,,Crew,,,,140.6,224.8,74.4,70.5,62.2,62.2,,,,,,,,,
nhtsa-gmc-canyon-pickup-crew-short-126,Pickup,,Crew,,,,126,207.1,68.5,65.4,59.8,60.2,,,,,,,,,
nhtsa-gmc-canyon-pickup-crew-short-126-2,Pickup,,Crew,,,,126,207.1,68.5,68.1,59.8,60.2,,,,,,,,,
nhtsa-gmc-canyon-pickup-crew-short-128-3,Pickup,,Crew,,,,128.3,212.6,74.4,70.5,62.2,62.2,,,,,,,,,
nhtsa-gmc-canyon-pickup-extended-long-128-3,Pickup,,Extended,,,,128.3,212.6,74.4,70.5,62.2,62.2,,,,,,,,,
nhtsa-gmc-canyon-pickup-extended-short-126,Pickup,,Extended,,,,126,207.1,67.7,65,58.3,58.3,,,,,,,,,
nhtsa-gmc-canyon-pickup-extended-short-126-2,Pickup,,Extended,,,,126,207.1,67.7,67.7,58.3,58.3,,,,,,,,,
nhtsa-gmc-canyon-pickup-regular-short-111,Pickup,,Regular,,,,111,191.7,67.7,65,58.7,59.1,,,,,,,,,
nhtsa-gmc-canyon-pickup-regular-short-111-2,Pickup,,Regular,,,,111,191.7,67.7,67.7,58.7,59.1,,,,,,,,,
nhtsa-gmc-envoy-suv-4dr-113,SUV,4,,,,,113,191.7,74.4,72,62.2,62.2,,,,,,,,,
nhtsa-gmc-envoy-suv-4dr-128-3,SUV,4,,,,,128.3,208.3,74.8,77.2,63,62.2,,,,,,,,,
nhtsa-gmc-envoy-suv-4dr-128-3-2,SUV,4,,,,,128.3,208.3,74.8,72.4,63,62.2,,,,,,,,,
